Column1,lat,long,address,closestMRTStation,distToMRTStation,timeToMRTStation,MRTStationsIn10km
1245,1.304220501,103.8004002,C'WEALTH CL 82,Commonwealth,0.56,6.716666667,60
1246,1.307434129,103.8011438,C'WEALTH CRES 99,Commonwealth,0.867,10.41666667,61
1247,1.308371263,103.7851335,GHIM MOH LINK 27,Buona Vista,0.853,10.25,56
1248,1.306822191,103.8014471,C'WEALTH CRES 98,Commonwealth,0.809,9.716666667,62
1249,1.307249431,103.7989383,C'WEALTH CRES 109,Commonwealth,0.726,8.716666667,61
1250,1.305731753,103.8002537,C'WEALTH DR 92,Commonwealth,0.595,7.15,61
1251,1.305870346,103.7997636,C'WEALTH DR 91,Commonwealth,0.555,6.666666667,61
1252,1.295463169,103.8117852,DAWSON RD 89,Queenstown,0.999,12,63
1253,1.295730427,103.8097599,DAWSON RD 87,Queenstown,0.78,9.366666667,62
1254,1.306722574,103.7835241,DOVER CRES 20,Dover,0.975,11.7,53
1255,1.302529947,103.7832717,DOVER RD 1,one-north,1.066,12.8,51
1256,1.303735921,103.7824438,DOVER RD 3,one-north,1.251,15.01666667,49
1257,1.310063407,103.7844981,GHIM MOH LINK 32,Buona Vista,1.253,15.03333333,53
1258,1.310103026,103.788546,GHIM MOH RD 21,Buona Vista,0.595,7.15,58
1259,1.307968267,103.7956465,HOLLAND CL 4,Holland Village,0.397,4.766666667,61
1260,1.309053945,103.7940631,HOLLAND DR 11,Holland Village,0.399,4.783333333,62
1261,1.309234022,103.7932309,HOLLAND DR 13,Holland Village,0.553,6.633333333,62
1262,1.291543916,103.803508,MEI LING ST 161,Queenstown,0.64,7.683333333,58
1263,1.293111932,103.8037302,MEI LING ST 157,Queenstown,0.466,5.583333333,59
1264,1.29429994,103.7997259,QUEEN'S CL 23A,Queenstown,0.998,11.98333333,57
1265,1.291876436,103.8026323,STIRLING RD 163,Queenstown,0.743,8.916666667,57
1266,1.29003093,103.8026043,STIRLING RD 167,Queenstown,1.092,13.11666667,57
1267,1.293860989,103.8115839,STRATHMORE AVE 61A,Queenstown,0.781,9.383333333,64
1268,1.301200354,103.7989219,TANGLIN HALT RD 89,Commonwealth,0.175,2.1,60
1269,1.29579395,103.8092648,DAWSON RD 88,Queenstown,0.737,8.85,61
1270,1.29499227,103.8117965,DAWSON RD 93,Queenstown,0.986,11.83333333,63
1271,1.308083436,103.7830572,DOVER CRES 18,Dover,0.859,10.31666667,53
1272,1.305689258,103.782346,DOVER CRES 28C,Dover,1.204,14.45,49
1273,1.307436465,103.7836295,DOVER CRES 23,Dover,0.92,11.05,54
1274,1.307835871,103.7836359,DOVER CRES 19,Dover,0.875,10.51666667,54
1275,1.306083152,103.7824724,DOVER CRES 28D,Dover,1.248,14.98333333,48
1276,1.305443973,103.781869,DOVER CRES 28B,Dover,1.145,13.73333333,49
1277,1.30887985,103.7848029,GHIM MOH LINK 28,Buona Vista,0.948,11.38333333,55
1278,1.308819853,103.783839,GHIM MOH LINK 30,Buona Vista,1.038,12.45,53
1279,1.308694738,103.7840488,GHIM MOH LINK 29,Buona Vista,0.981,11.78333333,55
1280,1.309603663,103.7840235,GHIM MOH LINK 31,Buona Vista,1.185,14.21666667,53
1281,1.308722236,103.7967508,HOLLAND CL 3A,Holland Village,0.392,4.7,62
1282,1.310316292,103.7917389,HOLLAND DR 18C,Buona Vista,0.544,6.516666667,61
1283,1.31101769,103.7914519,HOLLAND DR 18B,Buona Vista,0.648,7.783333333,61
1284,1.311058611,103.7918866,HOLLAND DR 18A,Buona Vista,0.641,7.683333333,61
1285,1.289285559,103.8034015,QUEENSWAY 168A,Queenstown,1.239,14.86666667,57
1286,1.295609547,103.8044729,STIRLING RD 184,Queenstown,0.238,2.85,59
1287,1.294524989,103.8087559,STRATHMORE AVE 82,Queenstown,0.406,4.883333333,60
1288,1.301129092,103.797123,C'WEALTH DR 50,Commonwealth,0.372,4.466666667,60
1289,1.295649031,103.8102305,DAWSON RD 86,Queenstown,0.805,9.666666667,64
1290,1.308846755,103.7891468,GHIM MOH RD 14,Buona Vista,0.398,4.783333333,58
1291,1.308208713,103.7966389,HOLLAND CL 3,Holland Village,0.464,5.566666667,62
1292,1.317473754,103.7820977,HOLLAND DR 20,Holland Village,2.313,27.78333333,52
1293,1.444386113,103.8320776,CANBERRA CRES 130B,Sembawang,1.682,20.18333333,9
1294,1.444870173,103.8329742,CANBERRA ST 129B,Sembawang,1.758,21.11666667,8
1295,1.449856324,103.832367,CANBERRA ST 104D,Sembawang,1.651,19.81666667,8
1296,1.445148892,103.8339257,CANBERRA ST 128B,Sembawang,2.014,24.18333333,8
1297,1.446311229,103.8294169,CANBERRA WALK 115B,Sembawang,1.331,15.98333333,8
1298,1.450756278,103.8262367,MONTREAL LINK 591A,Sembawang,0.888,10.66666667,8
1299,1.444763822,103.8318655,CANBERRA CRES 130A,Sembawang,1.662,19.95,9
1300,1.450352258,103.8322624,CANBERRA ST 104A,Sembawang,2.024,24.3,8
1301,1.449165163,103.8334973,CANBERRA ST 107B,Sembawang,2.201,26.41666667,8
1302,1.449709995,103.831776,CANBERRA ST 104C,Sembawang,1.664,19.96666667,8
1303,1.4460759,103.8298262,CANBERRA WALK 115C,Sembawang,1.377,16.53333333,8
1304,1.446622152,103.8291408,CANBERRA WALK 115A,Sembawang,1.213,14.56666667,8
1305,1.448268122,103.8133484,ADMIRALTY DR 469B,Sembawang,0.824,9.9,7
1306,1.449124937,103.8147139,ADMIRALTY DR 359C,Sembawang,0.725,8.7,7
1307,1.456474318,103.8171814,ADMIRALTY LINK 492,Sembawang,1.247,14.96666667,7
1308,1.455452414,103.8161183,ADMIRALTY LINK 487,Sembawang,1.097,13.16666667,7
1309,1.456424863,103.8158575,ADMIRALTY LINK 485,Sembawang,1.258,15.1,7
1310,1.446140803,103.8322362,CANBERRA CRES 120A,Sembawang,1.743,20.93333333,8
1311,1.446047551,103.8311253,CANBERRA CRES 119A,Sembawang,1.495,17.93333333,8
1312,1.446293771,103.8327038,CANBERRA CRES 120B,Sembawang,1.8,21.61666667,8
1313,1.450076808,103.8207603,CANBERRA RD 350B,Sembawang,0.184,2.216666667,8
1314,1.44585217,103.8228962,CANBERRA RD 300,Sembawang,1.01,12.11666667,8
1315,1.448557823,103.8338648,CANBERRA ST 107C,Sembawang,2.284,27.41666667,8
1316,1.44525782,103.8325597,CANBERRA ST 129A,Sembawang,1.753,21.05,8
1317,1.447353301,103.8317962,CANBERRA WALK 108C,Sembawang,1.694,20.33333333,8
1318,1.450939391,103.8270877,MONTREAL LINK 592A,Sembawang,1.118,13.41666667,8
1319,1.445663823,103.8190221,SEMBAWANG CRES 327,Sembawang,0.564,6.766666667,8
1320,1.452452221,103.8164885,SEMBAWANG DR 478,Sembawang,0.77,9.25,7
1321,1.452084619,103.8165542,SEMBAWANG DR 477,Sembawang,0.829,9.95,7
1322,1.451731322,103.8234519,WELLINGTON CIRCLE 507C,Sembawang,0.648,7.783333333,8
1323,1.44873829,103.8152321,ADMIRALTY DR 360B,Sembawang,0.611,7.333333333,8
1324,1.449632055,103.8150841,ADMIRALTY DR 359B,Sembawang,0.709,8.5,7
1325,1.449757874,103.8194492,ADMIRALTY DR 353C,Sembawang,0.165,1.983333333,8
1326,1.450398989,103.818681,ADMIRALTY DR 354B,Sembawang,0.343,4.116666667,8
1327,1.452226677,103.8144259,ADMIRALTY DR 467,Sembawang,1.039,12.46666667,7
1328,1.450043994,103.8170033,ADMIRALTY DR 357A,Sembawang,0.489,5.866666667,8
1329,1.451141484,103.8136298,ADMIRALTY DR 467B,Sembawang,0.95,11.4,7
1330,1.450241683,103.8173161,ADMIRALTY DR 357B,Sembawang,0.434,5.216666667,8
1331,1.450644444,103.8182495,ADMIRALTY DR 354C,Sembawang,0.404,4.85,8
1332,1.456027402,103.8161001,ADMIRALTY LINK 486,Sembawang,1.164,13.96666667,7
1333,1.453890539,103.8157691,ADMIRALTY LINK 402,Sembawang,0.854,10.25,7
1334,1.45391726,103.8161301,ADMIRALTY LINK 403,Sembawang,0.893,10.71666667,6
1335,1.446370139,103.8315749,CANBERRA CRES 119B,Sembawang,1.713,20.56666667,8
1336,1.450380428,103.8220618,CANBERRA LINK 503B,Sembawang,0.353,4.233333333,8
1337,1.451998179,103.8194756,CANBERRA RD 417,Sembawang,0.534,6.416666667,8
1338,1.452990614,103.8185328,CANBERRA RD 421,Sembawang,0.694,8.333333333,8
1339,1.445721965,103.8332765,CANBERRA ST 128A,Sembawang,1.852,22.23333333,8
1340,1.447445395,103.8345031,CANBERRA ST 121C,Sembawang,2.425,29.11666667,8
1341,1.447760566,103.8312747,CANBERRA WALK 108A,Sembawang,1.477,17.73333333,8
1342,1.448189517,103.8318569,CANBERRA WALK 108B,Sembawang,1.556,18.68333333,8
1343,1.446990209,103.8164162,SEMBAWANG CL 333,Sembawang,0.651,7.816666667,8
1344,1.445559889,103.8182964,SEMBAWANG CL 322,Sembawang,0.598,7.166666667,8
1345,1.447528577,103.816662,SEMBAWANG CL 331,Sembawang,0.589,7.066666667,8
1346,1.45332598,103.8168401,SEMBAWANG DR 407,Sembawang,0.783,9.4,7
1347,1.444502658,103.8210095,SEMBAWANG DR 312,Sembawang,0.891,10.7,8
1348,1.451549632,103.8169317,SEMBAWANG DR 476,Sembawang,0.57,6.833333333,8
1349,1.451769196,103.8207817,WELLINGTON CIRCLE 501A,Sembawang,0.474,5.683333333,8
1350,1.450008617,103.8141109,ADMIRALTY DR 468B,Sembawang,0.878,10.53333333,7
1351,1.451878601,103.8189112,CANBERRA RD 416,Sembawang,0.55,6.6,8
1352,1.445570397,103.8220626,CANBERRA RD 305,Sembawang,0.803,9.633333333,8
1353,1.384800806,103.9001055,COMPASSVALE LANE 210A,Ranggung,0.405,4.866666667,57
1354,1.398071055,103.8779334,FERNVALE LINK 467B,Kupang,0.454,5.45,50
1355,1.391007457,103.8796067,FERNVALE LINK 418A,Layar,0.222,2.666666667,55
1356,1.391183805,103.8739461,FERNVALE RD 443B,Fernvale,0.401,4.816666667,56
1357,1.394478832,103.8755584,FERNVALE RD 453A,Fernvale,0.396,4.75,51
1358,1.390259097,103.9096249,RIVERVALE CRES 180A,Rumbia,0.616,7.383333333,49
1359,1.393814531,103.8733643,SENGKANG WEST WAY 450C,Fernvale,0.55,6.6,51
1360,1.397422227,103.8897039,ANCHORVALE CRES 334C,Farmway,0.099,1.2,46
1361,1.396193022,103.8897218,ANCHORVALE ST 329A,Farmway,0.233,2.8,47
1362,1.389478683,103.8932788,COMPASSVALE DR 215A,Sengkang,0.452,5.433333333,54
1363,1.396871179,103.8798595,FERNVALE LINK 470B,Kupang,0.36,4.316666667,50
1364,1.391576541,103.8806973,FERNVALE LINK 417A,Layar,0.094,1.133333333,53
1365,1.392220138,103.8744098,FERNVALE RD 445A,Fernvale,0.334,4.016666667,53
1366,1.392466329,103.8732077,JLN KAYU 447B,Fernvale,0.455,5.466666667,52
1367,1.394750476,103.8772023,SENGKANG WEST WAY 432A,Fernvale,0.47,5.633333333,51
1368,1.394047702,103.8733457,SENGKANG WEST WAY 450B,Fernvale,0.57,6.833333333,51
1369,1.399535088,103.8897851,ANCHORVALE CRES 338B,Farmway,0.584,7.016666667,45
1370,1.397538703,103.8890801,ANCHORVALE CRES 336B,Farmway,0.159,1.9,46
1371,1.398386386,103.8894258,ANCHORVALE CRES 334A,Farmway,0.191,2.3,46
1372,1.391251984,103.884325,ANCHORVALE LANE 311B,Tongkang,0.32,3.85,51
1373,1.387597938,103.8902203,ANCHORVALE LINK 303C,Renjong,0.129,1.55,55
1374,1.395311773,103.8880147,ANCHORVALE RD 326B,Farmway,0.372,4.45,49
1375,1.394914173,103.8880001,ANCHORVALE RD 326A,Farmway,0.459,5.5,49
1376,1.395949757,103.8904679,ANCHORVALE ST 331A,Farmway,0.329,3.95,47
1377,1.396627233,103.8898654,ANCHORVALE ST 330A,Farmway,0.19,2.283333333,47
1378,1.382579359,103.8972253,COMPASSVALE BOW 266B,Ranggung,0.304,3.65,60
1379,1.381456029,103.8961647,COMPASSVALE BOW 264C,Buangkok,0.475,5.7,62
1380,1.39701802,103.8975348,COMPASSVALE CRES 290C,Compassvale,0.528,6.35,46
1381,1.396991936,103.8959953,COMPASSVALE CRES 293B,Cheng Lim,0.388,4.65,46
1382,1.398446601,103.8978076,COMPASSVALE CRES 288B,Cheng Lim,0.707,8.5,45
1383,1.398117867,103.8964237,COMPASSVALE CRES 286C,Cheng Lim,0.511,6.133333333,46
1384,1.397981097,103.9000725,COMPASSVALE CRES 295B,Compassvale,0.559,6.716666667,46
1385,1.396069774,103.8959334,COMPASSVALE CRES 294A,Cheng Lim,0.324,3.9,46
1386,1.390009443,103.8934542,COMPASSVALE DR 215B,Sengkang,0.399,4.8,53
1387,1.384522622,103.8997617,COMPASSVALE LANE 210B,Ranggung,0.356,4.266666667,57
1388,1.384309487,103.8976295,COMPASSVALE LANE 207D,Ranggung,0.104,1.25,58
1389,1.385144912,103.8992912,COMPASSVALE LANE 211C,Ranggung,0.391,4.7,57
1390,1.385539436,103.9007808,COMPASSVALE LANE 213B,Kangkar,0.51,6.116666667,56
1391,1.38233699,103.8936078,COMPASSVALE LINK 277C,Buangkok,0.099,1.183333333,59
1392,1.384767061,103.8959578,COMPASSVALE LINK 268C,Ranggung,0.311,3.733333333,57
1393,1.392092298,103.8992492,COMPASSVALE RD 247,Compassvale,0.462,5.55,47
1394,1.395398588,103.898745,COMPASSVALE ST 292B,Compassvale,0.232,2.8,46
1395,1.39483596,103.9006973,COMPASSVALE ST 297A,Compassvale,0.095,1.15,46
1396,1.395816643,103.9009302,COMPASSVALE ST 298D,Compassvale,0.238,2.866666667,46
1397,1.388132095,103.8972577,COMPASSVALE WALK 223A,Sengkang,0.631,7.583333333,57
1398,1.391330118,103.8981602,COMPASSVALE WALK 239,Sengkang,0.426,5.116666667,52
1399,1.388318481,103.8729357,FERNVALE LANE 403C,Fernvale,0.785,9.416666667,58
1400,1.388348217,103.8738149,FERNVALE LANE 404A,Fernvale,0.67,8.033333333,58
1401,1.39798359,103.878459,FERNVALE LINK 467A,Kupang,0.383,4.6,50
1402,1.392542518,103.878161,FERNVALE LINK 440C,Layar,0.278,3.333333333,53
1403,1.391014857,103.8801933,FERNVALE LINK 418B,Layar,0.563,6.75,55
1404,1.394589763,103.8782814,FERNVALE LINK 430C,Fernvale,0.468,5.616666667,51
1405,1.38931985,103.8805012,FERNVALE LINK 415C,Layar,0.582,6.983333333,55
1406,1.390052695,103.8759405,FERNVALE RD 410A,Fernvale,0.304,3.65,56
1407,1.393599788,103.876913,FERNVALE RD 435C,Fernvale,0.276,3.316666667,51
1408,1.393417073,103.8753402,FERNVALE RD 453D,Fernvale,0.264,3.166666667,52
1409,1.389939204,103.8764796,FERNVALE RD 410C,Fernvale,0.436,5.233333333,56
1410,1.390162618,103.8770562,FERNVALE RD 411B,Fernvale,0.425,5.1,56
1411,1.396040947,103.8807354,FERNVALE ST 471A,Kupang,0.367,4.416666667,50
1412,1.396498756,103.8804473,FERNVALE ST 471B,Kupang,0.332,3.983333333,50
1413,1.388732701,103.9106605,RIVERVALE CRES 178C,Bakau,0.737,8.85,51
1414,1.388546893,103.910034,RIVERVALE CRES 178B,Bakau,0.682,8.2,52
1415,1.385932155,103.9039843,RIVERVALE DR 120A,Kangkar,0.424,5.1,57
1416,1.386690883,103.9051119,RIVERVALE DR 121A,Bakau,0.215,2.6,56
1417,1.388096407,103.9027208,RIVERVALE DR 124C,Bakau,0.49,5.9,56
1418,1.382460381,103.9022387,RIVERVALE DR 116A,Kangkar,0.241,2.9,58
1419,1.389344248,103.9030816,RIVERVALE ST 131,Bakau,0.498,5.983333333,53
1420,1.390029037,103.9035173,RIVERVALE ST 132,Bakau,0.411,4.933333333,52
1421,1.382627459,103.9009299,RIVERVALE WALK 104,Kangkar,0.359,4.316666667,58
1422,1.382811686,103.8997829,RIVERVALE WALK 108,Ranggung,0.411,4.933333333,59
1423,1.385455446,103.8944904,SENGKANG CTRL 271B,Buangkok,0.356,4.266666667,56
1424,1.383931005,103.8935644,SENGKANG CTRL 272D,Buangkok,0.154,1.85,58
1425,1.387007032,103.8919648,SENGKANG EAST RD 200A,Renjong,0.193,2.316666667,56
1426,1.392745183,103.87772,SENGKANG WEST AVE 438B,Fernvale,0.237,2.85,53
1427,1.391875231,103.8778554,SENGKANG WEST AVE 439A,Layar,0.321,3.85,53
1428,1.392936499,103.8729985,SENGKANG WEST WAY 448A,Fernvale,0.517,6.2,51
1429,1.397743732,103.8885832,ANCHORVALE CRES 336C,Farmway,0.189,2.266666667,46
1430,1.399262891,103.8888593,ANCHORVALE CRES 338A,Farmway,0.486,5.833333333,46
1431,1.390889003,103.8906341,ANCHORVALE DR 319C,Renjong,0.641,7.683333333,52
1432,1.388518203,103.8910825,ANCHORVALE DR 301C,Renjong,0.294,3.516666667,54
1433,1.395002196,103.891961,ANCHORVALE LINK 332C,Farmway,0.578,6.933333333,47
1434,1.393828522,103.8889159,ANCHORVALE LINK 318B,Farmway,0.679,8.15,49
1435,1.389930951,103.8865607,ANCHORVALE RD 308B,Tongkang,0.176,2.116666667,54
1436,1.396557709,103.8902405,ANCHORVALE ST 330B,Farmway,0.245,2.95,47
1437,1.398272082,103.8992768,COMPASSVALE CRES 295A,Compassvale,0.566,6.8,45
1438,1.397103293,103.8957147,COMPASSVALE CRES 293C,Cheng Lim,0.388,4.65,46
1439,1.386185145,103.9005512,COMPASSVALE DR 212B,Kangkar,0.547,6.566666667,56
1440,1.389280336,103.8943456,COMPASSVALE DR 217B,Sengkang,0.472,5.666666667,53
1441,1.388313116,103.8939236,COMPASSVALE DR 201B,Sengkang,0.469,5.65,56
1442,1.387438071,103.8969321,COMPASSVALE LANE 206B,Ranggung,0.564,6.766666667,56
1443,1.393905906,103.8967321,COMPASSVALE RD 259A,Sengkang,0.353,4.233333333,46
1444,1.392934744,103.8969182,COMPASSVALE RD 258A,Sengkang,0.343,4.116666667,46
1445,1.394267751,103.8997517,COMPASSVALE RD 254,Compassvale,0.207,2.483333333,47
1446,1.393874284,103.8992814,COMPASSVALE RD 256,Compassvale,0.304,3.65,46
1447,1.392386288,103.8976478,COMPASSVALE RD 257A,Sengkang,0.353,4.233333333,50
1448,1.393504589,103.8970972,COMPASSVALE RD 258D,Sengkang,0.366,4.4,46
1449,1.396241314,103.9026328,COMPASSVALE ST 299A,Compassvale,0.396,4.766666667,47
1450,1.390487166,103.8994385,COMPASSVALE WALK 236,Sengkang,0.616,7.4,51
1451,1.387459233,103.9013691,COMPASSVALE WALK 228A,Kangkar,0.588,7.05,56
1452,1.397454794,103.8780104,FERNVALE LINK 468B,Kupang,0.531,6.366666667,50
1453,1.39048519,103.8805095,FERNVALE LINK 416B,Layar,0.563,6.766666667,55
1454,1.394609604,103.8765855,FERNVALE RD 434B,Fernvale,0.392,4.7,51
1455,1.396315522,103.8811673,FERNVALE ST 472C,Kupang,0.283,3.4,50
1456,1.397402242,103.8813381,FERNVALE ST 472A,Kupang,0.122,1.466666667,48
1457,1.390070297,103.9072732,RIVERVALE CRES 164A,Rumbia,0.284,3.4,51
1458,1.388086614,103.9078891,RIVERVALE CRES 157D,Bakau,0.372,4.466666667,52
1459,1.38818826,103.9071458,RIVERVALE CRES 158C,Bakau,0.302,3.633333333,53
1460,1.392483575,103.9072254,RIVERVALE CRES 184B,Rumbia,0.291,3.483333333,47
1461,1.394636749,103.9029486,RIVERVALE DR 192C,Compassvale,0.364,4.366666667,47
1462,1.386177785,103.9026187,RIVERVALE DR 123B,Kangkar,0.307,3.683333333,56
1463,1.393279532,103.9019417,RIVERVALE DR 193,Compassvale,0.292,3.5,47
1464,1.394282609,103.905325,RIVERVALE DR 188A,Rumbia,0.428,5.133333333,47
1465,1.392863455,103.9050704,RIVERVALE DR 186C,Rumbia,0.237,2.85,47
1466,1.387619711,103.9021587,RIVERVALE DR 124,Kangkar,0.518,6.233333333,56
1467,1.38977585,103.9039686,RIVERVALE ST 141,Bakau,0.34,4.083333333,52
1468,1.387261512,103.8930077,SENGKANG EAST RD 200D,Renjong,0.323,3.883333333,56
1469,1.391733742,103.8851556,ANCHORVALE LANE 312A,Tongkang,0.387,4.65,50
1470,1.388079615,103.8901531,ANCHORVALE LINK 302C,Renjong,0.263,3.15,53
1471,1.386039984,103.8969667,COMPASSVALE LANE 205A,Ranggung,0.364,4.383333333,57
1472,1.388353528,103.8988383,COMPASSVALE WALK 225C,Sengkang,0.706,8.483333333,55
1473,1.395561208,103.9040217,RIVERVALE DR 189A,Compassvale,0.551,6.616666667,47
1474,1.388141051,103.905022,RIVERVALE ST 135,Bakau,0.108,1.3,55
1475,1.382911467,103.9012086,RIVERVALE WALK 103,Kangkar,0.248,2.983333333,58
1476,1.387508502,103.9061438,SENGKANG EAST WAY 122C,Bakau,0.219,2.633333333,55
1477,1.35052006,103.8755605,LOR LEW LIAN 2,Serangoon,0.331,3.966666667,92
1478,1.350262004,103.8764851,LOR LEW LIAN 4,Serangoon,0.472,5.666666667,91
1479,1.353493566,103.8670455,SERANGOON AVE 2 303,Lorong Chuan,0.393,4.716666667,87
1480,1.354170254,103.8668857,SERANGOON AVE 2 306,Lorong Chuan,0.466,5.583333333,86
1481,1.355949453,103.869581,SERANGOON AVE 4 230,Serangoon,1.003,12.05,87
1482,1.353475064,103.8733923,SERANGOON CTRL 206,Serangoon,0.533,6.4,89
1483,1.354448911,103.8742621,SERANGOON CTRL 209,Serangoon,0.725,8.7,88
1484,1.353863227,103.8719396,SERANGOON CTRL DR 263,Serangoon,0.572,6.866666667,88
1485,1.353880327,103.8723667,SERANGOON CTRL DR 261,Serangoon,0.561,6.733333333,87
1486,1.370244621,103.870823,SERANGOON NTH AVE 1 106,Kovan,2.697,32.38333333,74
1487,1.370593162,103.8710868,SERANGOON NTH AVE 1 104,Kovan,2.673,32.1,74
1488,1.369900585,103.8712795,SERANGOON NTH AVE 1 108,Kovan,2.607,31.28333333,74
1489,1.36938351,103.8714075,SERANGOON NTH AVE 1 110,Kovan,2.569,30.83333333,74
1490,1.36847951,103.8726629,SERANGOON NTH AVE 1 147,Kovan,2.412,28.96666667,76
1491,1.347186123,103.8729682,SERANGOON AVE 1 407,Serangoon,0.407,4.883333333,92
1492,1.348126435,103.8766051,SERANGOON AVE 1 425,Serangoon,0.509,6.116666667,92
1493,1.35417533,103.8659671,SERANGOON AVE 2 308,Lorong Chuan,0.476,5.716666667,86
1494,1.353191033,103.8686918,SERANGOON AVE 2 239,Lorong Chuan,0.571,6.85,89
1495,1.351017195,103.8701851,SERANGOON AVE 3 332,Serangoon,0.573,6.883333333,90
1496,1.349626343,103.8680638,SERANGOON AVE 3 329,Lorong Chuan,0.602,7.233333333,88
1497,1.357561514,103.8706103,SERANGOON AVE 4 223,Serangoon,1.111,13.33333333,86
1498,1.35720575,103.8708313,SERANGOON AVE 4 224,Serangoon,1.056,12.66666667,86
1499,1.348457286,103.8739468,SERANGOON CTRL 411,Serangoon,0.25,3,93
1500,1.365628235,103.8718313,SERANGOON NTH AVE 1 127,Kovan,2,24,79
1501,1.369047313,103.870584,SERANGOON NTH AVE 1 111,Kovan,2.513,30.18333333,74
1502,1.371409979,103.876149,SERANGOON NTH AVE 4 509,Kovan,2.165,25.98333333,75
1503,1.374914599,103.8732179,SERANGOON NTH AVE 4 538,Hougang,2.553,30.63333333,70
1504,1.374536538,103.8745964,SERANGOON NTH AVE 4 533,Hougang,2.427,29.11666667,70
1505,1.371511276,103.8752466,SERANGOON NTH AVE 4 512,Kovan,2.275,27.31666667,74
1506,1.347709938,103.8728115,SERANGOON AVE 1 405,Serangoon,0.353,4.233333333,92
1507,1.354111011,103.8737176,SERANGOON CTRL 208,Serangoon,0.635,7.633333333,88
1508,1.37267604,103.8710932,SERANGOON NTH AVE 3 549,Ang Mo Kio,2.767,33.2,72
1509,1.372634767,103.8733983,SERANGOON NTH AVE 4 522,Kovan,2.567,30.81666667,71
1510,1.371322873,103.8740865,SERANGOON NTH AVE 4 517,Kovan,2.369,28.43333333,74
1511,1.352524392,103.8680439,SERANGOON AVE 2 319,Lorong Chuan,0.422,5.066666667,88
1512,1.353876939,103.8695107,SERANGOON AVE 2 236A,Lorong Chuan,0.715,8.583333333,87
1513,1.352609721,103.8662221,SERANGOON AVE 2 317,Lorong Chuan,0.216,2.583333333,86
1514,1.373806031,103.8739802,SERANGOON NTH AVE 4 535,Hougang,2.568,30.8,70
1515,1.372473616,103.8758021,SERANGOON NTH AVE 4 506B,Kovan,2.341,28.1,74
1516,1.371992234,103.8745903,SERANGOON NTH AVE 4 519,Kovan,2.396,28.75,74
1517,1.350197401,103.9394071,TAMPINES AVE 4 909,Tampines West,0.655,7.85,42
1518,1.345198085,103.9376886,TAMPINES AVE 4 803,Tampines West,0.149,1.783333333,39
1519,1.355446818,103.9325443,TAMPINES AVE 8 868A,Tampines,1.505,18.05,56
1520,1.352211871,103.9313823,TAMPINES AVE 8 878,Tampines West,1.322,15.85,56
1521,1.359866681,103.9383729,TAMPINES CTRL 7 523B,Tampines,1.063,12.76666667,51
1522,1.357769138,103.938392,TAMPINES CTRL 7 522A,Tampines,0.897,10.76666667,51
1523,1.357010247,103.9399112,TAMPINES CTRL 8 520A,Tampines,0.75,9,48
1524,1.347407807,103.9488118,TAMPINES ST 11 109,Tampines,1.189,14.26666667,29
1525,1.346155872,103.9445074,TAMPINES ST 11 139,Tampines West,0.894,10.73333333,34
1526,1.346946622,103.949307,TAMPINES ST 11 110,Simei,1.157,13.88333333,29
1527,1.347398708,103.9452924,TAMPINES ST 11 101,Tampines,0.952,11.45,35
1528,1.347205767,103.9466418,TAMPINES ST 11 104,Tampines,1.068,12.85,31
1529,1.346298314,103.9475062,TAMPINES ST 11 112,Tampines,1.257,15.11666667,30
1530,1.346914714,103.9474165,TAMPINES ST 11 111,Tampines,1.166,14.01666667,31
1531,1.348418578,103.9437258,TAMPINES ST 12 144,Tampines West,0.922,11.06666667,35
1532,1.354303493,103.9509655,TAMPINES ST 21 261,Tampines East,0.773,9.283333333,31
1533,1.350772788,103.9492592,TAMPINES ST 21 267,Tampines,1.034,12.41666667,31
1534,1.349808323,103.949578,TAMPINES ST 21 271,Tampines,1.072,12.86666667,30
1535,1.352227945,103.9524374,TAMPINES ST 21 203,Tampines East,0.748,8.983333333,27
1536,1.354195274,103.9471221,TAMPINES ST 21 243,Tampines,0.61,7.316666667,34
1537,1.352141948,103.9540103,TAMPINES ST 21 201D,Tampines East,0.585,7.016666667,26
1538,1.355490809,103.9482593,TAMPINES ST 21 235,Tampines,0.714,8.566666667,34
1539,1.352905289,103.9525392,TAMPINES ST 21 202,Tampines East,0.687,8.233333333,28
1540,1.351362712,103.9522262,TAMPINES ST 21 207,Tampines East,0.864,10.36666667,27
1541,1.350391081,103.9549016,TAMPINES ST 22 293,Tampines East,0.842,10.11666667,25
1542,1.351149909,103.9547925,TAMPINES ST 22 297,Tampines East,0.748,8.983333333,25
1543,1.347813037,103.9504093,TAMPINES ST 22 275,Simei,1.069,12.83333333,29
1544,1.35551796,103.9540092,TAMPINES ST 23 226,Tampines East,0.313,3.766666667,27
1545,1.354792439,103.9526127,TAMPINES ST 24 219,Tampines East,0.514,6.166666667,29
1546,1.357470032,103.9482177,TAMPINES ST 41 424,Tampines,0.781,9.366666667,37
1547,1.357407033,103.9509961,TAMPINES ST 42 448,Tampines East,0.62,7.433333333,34
1548,1.358340969,103.9513797,TAMPINES ST 42 444,Tampines East,0.687,8.233333333,33
1549,1.359968527,103.9546659,TAMPINES ST 44 467,Tampines East,0.501,6.016666667,29
1550,1.363133768,103.9554586,TAMPINES ST 45 494G,Tampines East,1.112,13.33333333,30
